name,uid,bid,username,content,media,replycount,retweetcount,favoritecount,viewscount,createdb
Zero Of Jank,1515863309504991247,1666103351388393472,Zeronelite,"PREDICTION POLL:

Who is going to win the 2024 US Presidential Election?",,15,1,8,1377.0,2023-06-06 15:22:48
Tom Marazzo,1468707251481423880,1664440800346791940,TomMarazzo,"This week I had the pleasure of interviewing Roger Stone who shared some brilliant insights into the next US Presidential election in 2024. 

I also spent some time doing an interview with my friend Jeremy MacKenzie. As always, I learned a lot from him. 

These 2 interviews were",,9,20,104,11244.0,2023-06-02 01:16:25
6 News Australia,1255629140562046976,1664007931799691264,6NewsAU,#BREAKING 🚨 Mike Pence to run for 2024 US presidential election | #6NewsAU,,10,9,69,11133.0,2023-05-31 20:36:21
Reuters,1652541,1663616025399640064,Reuters,"🇺🇸🗳How far could AI influence the 2024 US presidential election? 

Listen to @AlexandraUlmer on Reuters World News podcast https://t.co/PuNEg8vJua https://t.co/WGLEdfREaV",https://pbs.twimg.com/media/FxZZ9agWAAIqf6Z.jpg,3,7,26,70744.0,2023-05-30 18:39:03
S p r i n t e r F a c t o r y,1128337957289697281,1663590721813721089,Sprinterfactory,"French general: The solution for Ukraine will appear when Biden and others who hold Zelensky leave power

""I think the results [of the special operation] in Ukraine will play a decisive role in the US presidential election and in November 2024 there will be light at the end of https://t.co/qD5N2TdcjM",https://pbs.twimg.com/media/FxZC8d1WABEmHcI.jpg,56,216,744,83475.0,2023-05-30 16:58:30
Mindcite💥,4765169125,1661911179323736064,Mindcite_US,"Dear Media: 

There are two OPENLY fascist frontrunners for US president in 2024 fielded by a party that supported a violent overthrow of the last US presidential election. 

If you are not reporting this reality, you are rationalizing it. 

#History #NeverAgain @CNN @nytimes https://t.co/7iMo8uGhWX",https://pbs.twimg.com/media/FxBHdNrWcAAZBzy.jpg,11,163,197,8344.0,2023-05-26 01:44:36
Patrick Fox,621317404,1661628257651884032,RealCynicalFox,"The 2024 US Presidential election cycle has arrived, God help us all.  Which means I'll be assessing the foreign/defense views of various candidates in the next 18 months.  For those who follow my work, how would you prefer that to happen?",,14,4,31,7524.0,2023-05-25 07:00:22
₿itcoin Xoe 🇭🇹,1478198135474331648,1661543718141173761,Bitcoin_Xoe,"#Bitcoin has taken over the 2024 US presidential election with 3  candidates advocating for #BTC. 👀

2024 US Presidential candidate and current Governor of Florida Ron DeSantis: 

“As president, we’ll protect your right to do things like #bitcoin” https://t.co/uMT6pxYN1b",https://pbs.twimg.com/media/Fw79DHUWAAE4JZ8.jpg,65,68,493,49392.0,2023-05-25 01:24:27
BBC News (World),742143,1661525017056690177,BBCWorld,Who is Trump's main Republican rival in 2024 US Presidential election? https://t.co/fySLEN7aDf,,34,10,87,144135.0,2023-05-25 00:10:08
Pekka Kallioniemi,1514502401486639110,1661000228877770753,P_Kallioniemi,"Some have speculated that she'd be a running mate for Donald Trump in the 2024 US presidential election. This would make sense, since these days Gabbard is speaking like any MAGA member would, condemning the ""woke mind virus"", and outright refusing to condemn Russia's war.

19/19 https://t.co/tpYESQw9bX",https://pbs.twimg.com/media/Fw0KyyfXwAAawA9.jpg,10,51,655,19877.0,2023-05-23 13:24:49
NEXTA,1891490382,1660226260222590986,nexta_tv,"#Trump's victory in the 2024 US presidential election ""will put an end to #Ukraine and democracy in #America.""

This was stated in an interview with the Financial Times by former US Secretary of State Hillary #Clinton. https://t.co/tTB2CaYi2H",https://pbs.twimg.com/media/FwpO-5NWIAAHQga.jpg,71,110,1067,117162.0,2023-05-21 10:09:20
KSL,24143255,1658530249767014401,KSLcom,"President Joe Biden continues to hold an edge over potential Republican challengers Donald Trump and Ron DeSantis as the 2024 US presidential election draws closer, according to the latest Reuters/Ipsos poll. https://t.co/uetcoIJP7B",,51,1,49,16257.0,2023-05-16 17:50:00
Reuters,1652541,1658447964505767939,Reuters,"President Joe Biden continues to hold an edge over potential Republican challengers Donald Trump and Ron DeSantis as the 2024 US presidential election draws closer, according to the latest @Reuters / Ipsos poll https://t.co/5TNdtXpjGa",,93,36,159,122342.0,2023-05-16 12:23:01
Alex Finn,1369348853414178822,1658097634786025472,AlexFinnX,"I asked Autogpt to manipulate the results of the 2024 US Presidential election

It put together a full scale plan to tear down candidates through wide scale misinformation and deepfake technology

The results should scare the hell out of you: https://t.co/GLlr9tClvS",https://pbs.twimg.com/media/FwK-UUKXgAMkTdv.jpg,165,185,1010,419296.0,2023-05-15 13:10:56
Patrick Fox,621317404,1657885229715955718,RealCynicalFox,"Couple things on this.  Trump will be running in the 2024 US Presidential election.  In his recent CNN Townhall he claimed he'd be able to solve the RU-UA War in 24 hours.  No one should take this seriously.  It's Trump exaggerating to make a point, as is his habit.

Zelensky is",,8,5,60,8774.0,2023-05-14 23:06:55
Steve Schmidt,786309892990574592,1657053267929735169,SteveSchmidtSES,"""A great threat has gathered since January 6, 2021. It is going to make another charge and try to take power through the US presidential election in 2024. Should Trump and his campaign succeed American democracy will wither and die quickly.""

https://t.co/wFOsIqBIbB https://t.co/3HyVYBm6yN",https://pbs.twimg.com/media/Fv7mN42XgAYGoyZ.jpg,42,161,619,63079.0,2023-05-12 16:01:00
Darren Jones,20392734,1657038065959858178,darrenpjones,"You're a hostile state actor, or a group associated with one, wanting to disrupt the West.

2024 is the year of a US Presidential Election, a UK General Election and European Union elections. 

And off the shelf AI can generate deep fake videos, photo and audio. 

What happens?",,9,34,195,37153.0,2023-05-12 15:00:35
MARIA,1187971811721433088,1656907449427980288,its_maria012,Zelensky said he expects Ukraine to win before the US presidential election in 2024 😂,,21,2,18,980.0,2023-05-12 06:21:34
Zlatti71,1336257308293292035,1656898432089354240,Zlatti_71,Zelensky said he expects Ukraine to win before the US presidential election in 2024 https://t.co/Y2XbuhjSmC,https://pbs.twimg.com/media/Fv58V3VX0AAXoIf.jpg,77,23,135,15272.0,2023-05-12 05:45:44
Reuters,1652541,1656734668312412182,Reuters,"An unrepentant Donald Trump held firm to past grievances at the first televised town hall of the 2024 US presidential election, stressing that he has little intention of mounting a more disciplined campaign for his third White House bid https://t.co/bjnTWBz0KK https://t.co/QdTj0vlYOh",https://video.twimg.com/amplify_video/1656723889010147328/vid/1920x1080/H9Si124KNVGSJsFo.mp4?tag=16,20,8,43,69326.0,2023-05-11 18:55:00
S p r i n t e r F a c t o r y,1128337957289697281,1656717027262754816,Sprinterfactory,"Ukraine will win the war before the start of the US presidential election - Zelensky

""Who knows where we will be? I believe we will win by then,"" he said. The US elections are scheduled to take place on November 5, 2024. https://t.co/BTaK8qgmE5",https://pbs.twimg.com/media/Fv3XW0wWIAApJW6.jpg,284,65,399,127700.0,2023-05-11 17:44:54
The Spectator Index,1626294277,1656705737769336857,spectatorindex,"🇺🇸 US Presidential Election, 2024. 

Biden: 39%
Trump: 45%

(ABC News/Washington Post)",,161,667,4216,689249.0,2023-05-11 17:00:02
Glasnost Gone,2758100418,1656625429690695683,GlasnostGone,He's sure got some style. Ukrainian President Zelensky said he's not worried about the outcome of the 2024 US presidential election &amp; what it could mean in terms of Washington’s support for Kyiv - he said “I believe we'll win by then.” #UkraineWillWin https://t.co/8aIFMCIMpC https://t.co/h2KSFolCTD,https://pbs.twimg.com/media/Fv2DgekWYAMhE8F.jpg,20,99,778,11707.0,2023-05-11 11:40:55
Reuters,1652541,1656486826578792450,Reuters,"An unrepentant Donald Trump held firm to past grievances at the first televised town hall of the 2024 US presidential election, making clear he has little intention of mounting a more disciplined campaign for his third White House bid https://t.co/LTYv8n2Pto https://t.co/ftceRC4zBq",https://pbs.twimg.com/media/Fv0F_bDXgAIaEqL.jpg,29,17,61,70729.0,2023-05-11 02:30:10
The Spectator Index,1626294277,1656478557353418754,spectatorindex,"🇺🇸 US Presidential Election, 2024. 

Biden: 39%
Trump: 45%

(ABC News/Washington Post)",,256,1191,8740,1493828.0,2023-05-11 01:57:18
PAULY,764250609402777600,1656465994771038208,Pauly0x,"THE FATE OF $PEPE WILL DETERMINE THE OUTCOME OF THE 2024 US PRESIDENTIAL ELECTION

AND 

IT WILL DETERMINE THE FUTURE OF THE USA.

You heard it here first.

🐸

🎤 https://t.co/zQw34a4CyZ",,32,131,479,14576.0,2023-05-11 01:07:23
Nik 🇺🇸,2298565421,1655955875289350145,nikcantmine,Being anti Bitcoin and pro CBDC will be political suicide going into the 2024 US presidential election,,11,6,57,3884.0,2023-05-09 15:20:21
derek guy,250259063,1654367169407516672,dieworkwear,"@wileycwj i plan to grow this account through benign menswear content and then, when the moment is right, use it to swing the 2024 US Presidential election",,13,35,1704,37893.0,2023-05-05 06:07:24
TF Metals Report,249834807,1653439030363672576,TFMetals,"I don't know how many times this year I've tried to warn people to expect this.
2024 is a US presidential election year and politicians will not tolerate a crashing economy that could derail their reelection chances.",,14,20,138,20168.0,2023-05-02 16:39:18
Brandon Grant,207177380,1652013269555576832,Brandon_Grant,"US presidential election 2024: 
Comment for other answers ⬇️",,3,0,1,245.0,2023-04-28 18:13:51
Roberto Nickson,16517825,1650980437575999488,rpnickson,"The RNC has released an AI-generated anti-Biden political ad.

Brace yourselves for the 2024 US Presidential election. Generative AI will play a big part.

For better or for worse. https://t.co/kelO2775Pg",https://video.twimg.com/ext_tw_video/1650979939276013569/pu/vid/1080x1920/Iid6WWfObhewrUxV.mp4?tag=14,14,19,116,14446.0,2023-04-25 21:49:44
S p r i n t e r F a c t o r y,1128337957289697281,1650843827740069889,Sprinterfactory,"Biden has officially announced that he will run in the 2024 US presidential election.

 In the three-minute video, Biden explained the reasons why he decided to re-run for election. It's all about the need to fight for freedom and defend democracy.

Together with him, Kamala https://t.co/jukt26eTdh",https://video.twimg.com/ext_tw_video/1650843778045952000/pu/vid/198x232/zbvIcCB1Gwag1Qpo.mp4?tag=12,16,2,30,10873.0,2023-04-25 12:46:54
MAKS 24 🇺🇦👀,1190347566757695488,1650836495421394946,Maks_NAFO_FELLA,Biden has officially announced that he will run for the 2024 US presidential election. https://t.co/FVGU2lCB7v,,27,17,347,16520.0,2023-04-25 12:17:46
NEXTA,1891490382,1650811592836038656,nexta_tv,Joe #Biden officially announced his participation in the US presidential election in 2024. https://t.co/bWE6YVTJK6,https://pbs.twimg.com/media/FujcY-xWcAEHVQZ.jpg,37,45,799,104403.0,2023-04-25 10:38:48
Dagny Taggart,1569701325805600769,1650803837580525569,DagnyTaggart963,"Biden has officially announced that he will be running in the US presidential election in 2024
🤷‍♀️ https://t.co/blzxA0vXCk",https://video.twimg.com/ext_tw_video/1650803772631707660/pu/vid/960x540/6qdth7vkOn2UDKvy.mp4?tag=12,35,10,36,14126.0,2023-04-25 10:07:59
RT,64643056,1650803106198831104,RT_com,Biden has officially announced that he will run in the 2024 US presidential election. https://t.co/UjaJlfzifH,https://video.twimg.com/ext_tw_video/1650803041409421313/pu/vid/1280x720/tADVnFtpAPlILLLN.mp4?tag=12,51,15,78,67638.0,2023-04-25 10:05:05
S p r i n t e r F a c t o r y,1128337957289697281,1650058520593678337,Sprinterfactory,"The American media is horrified at the prospect that Trump will be Biden's rival in the 2024 US presidential election.

Seymour Hersh told Going Underground host Afshin Rattanzi about this on RT, emphasizing that the same NYT takes an extremely pro-Biden position. https://t.co/CifvXVRWbt",https://video.twimg.com/ext_tw_video/1650058368688484354/pu/vid/1280x720/FMFG5mSy39N2T-Wj.mp4?tag=12,6,28,79,9739.0,2023-04-23 08:46:22
Marianne Williamson,21522338,1649504039049269248,marwilliamson,"Statement from the campaign of Marianne Williamson For President:

The intentional omission of Marianne Williamson’s name from the Reuters Factbox article titled ""2024 US presidential election: who is in, who is out and who is still thinking about it"" is below the journalistic",,200,757,4463,367886.0,2023-04-21 20:03:03
Katie Halper is a Jew For #CeasefireNow,15859912,1649434167245979650,kthalps,".@Reuters writes an article called ""Factbox: 2024 US presidential election: who is in, who is out and who is still thinking about it."" It names 13 people, omits @marwilliamson, who announced &amp; March 4 &amp; puts @RobertKennedyJr's name in smaller (and non-bold) font. Please correct. https://t.co/yGSzfPUTbL","https://pbs.twimg.com/media/FuP3bL7WwAEbabJ.png
https://pbs.twimg.com/media/FuP3ct5WwAMZ01X.png",23,52,247,28860.0,2023-04-21 15:25:25
Anu Iyengar 🇮🇳🇺🇸,1392253599233740805,1648659251169054720,Anu_Iyengar_,OMG! PM Modi is set to lose the 2024 US presidential election! 😜 https://t.co/a85FejQN5I,https://pbs.twimg.com/media/FuE22bkXwAAUwAD.jpg,5,0,16,542.0,2023-04-19 12:06:10
Nile Gardiner,849880970,1648434853053100033,NileGardiner,"Cultural issues are going to be huge in the 2024 US presidential election. Most Americans have had enough with the Left's woke agenda, from Critical Race Theory to advancing extremist transgender ideology. They also want secure borders, more police on streets, and lower taxes.",,12,14,40,2423.0,2023-04-18 21:14:30
The National,2887077099,1648050445875654656,ScotNational,"Boris Johnson’s former chief adviser, Dominic Cummings, has revealed polling data that suggests Donald Trump will win the 2024 US presidential election.

https://t.co/2iytaWAHmA",,7,2,4,4787.0,2023-04-17 19:47:00
Sean Tuffy,1694362759,1648045687706206211,SMTuffy,I have a sneaking suspicion that the 2024 US presidential election is going to be insane,,9,2,54,6004.0,2023-04-17 19:28:05
迷人的小红,1167765353415487488,1647171655439974400,miren_41319,"落魄的蓬佩奥，宣布自己退出2024美国总统大选。
Pompeo Announced his withdrawal from the 2024 US presidential election.",,28,1,68,6654.0,2023-04-15 09:35:00
In memoriam the late Robert Kimbell,555370896,1646023740646367237,Rob_Kimbell,"Biden is wrapping himself in green on the island of Ireland to boost voter support from the 36 million Americans claiming Irish heritage ahead of the US presidential election in 2024. 

Don't read anything more into his visit.",,30,57,301,9824.0,2023-04-12 05:33:36
GB News,1339166129110065152,1645415024305795073,GBNEWS,"BREAKING: Joe Biden confirms plans for 2024 US Presidential election

https://t.co/nH5RyG4tuD",,786,60,245,599271.0,2023-04-10 13:14:46
Herald Sun,35466620,1644626167763468289,theheraldsun,The atomic arrest of Donald Trump exploded on the former president’s rivals and up-ended the 2024 US presidential election. Here’s how &gt; https://t.co/DFjEYcySrc https://t.co/s117nxGEmO,https://pbs.twimg.com/media/FtLiwdbacAEMavs.jpg,7,1,5,6902.0,2023-04-08 09:00:08
David Atkins,898530436120551428,1644299302326419463,DavidAtkins,"Next year in 2024 there is going to be  a UK general election and a US presidential election potentially within months of each other.

It will be the first time since 1992 the two elections have both fallen in the same year. 🇬🇧🇺🇸 https://t.co/aLxHykzzsZ","https://pbs.twimg.com/media/FtG5f6qWcAIYzH7.jpg
https://pbs.twimg.com/media/FtG5f6qWIAE5e2V.jpg",13,24,201,22460.0,2023-04-07 11:21:17
Pekka Kallioniemi,1514502401486639110,1643513931984523264,P_Kallioniemi,"Mark my words: the 2024 US presidential election will be the first big election where AI will play a large role. AI image generators like #midjourney will be used for both defaming the opponent and for promoting your own candidate.

It is too powerful of a tool to be disregarded. https://t.co/0qMvQJoeZi","https://pbs.twimg.com/media/Fs7u7vFWAAAyvfH.jpg
https://pbs.twimg.com/media/Fs7u7vLWIAM0gNF.jpg
https://pbs.twimg.com/media/Fs7u7voWIAEi_9f.jpg
https://pbs.twimg.com/media/Fs7u9-HWwAAV8SP.jpg",16,64,350,20452.0,2023-04-05 07:20:31
Reuters,1652541,1643438350198624256,Reuters,"Wisconsin voters elected liberal Janet Protasiewicz to the state Supreme Court, flipping control to a liberal majority ahead of rulings on an abortion ban and other matters that could play a role in the 2024 US presidential election https://t.co/CzWh5fQO2Z https://t.co/zWxn1JSfJU",https://pbs.twimg.com/media/Fs6qeGnXoAIdmb2.jpg,24,75,571,118271.0,2023-04-05 02:20:10
Steve N,50710913,1642974547422097410,KINGS1973,Peter Zeihan || The Winner of the 2024 US Presidential Election Is... https://t.co/VRsDLFgL3a via @YouTube,,4,1,7,3972.0,2023-04-03 19:37:11
Judy 🇺🇸SCOTUS is in on the Coup EXPAND THE COURT,1353703600552353793,1638895723969126403,RNjudyArizona,"Most Important Special Election of 2023⤵️

Regardless if you live in Wisconsin or not this election will affect you. This could be a deciding factor in the 2024 US Presidential Election &amp; Women’s Rights

Elect Judge Janet Protasiewicz

https://t.co/pEdMWjLc6T

#ResistanceUnited https://t.co/VHXamMAKaK",https://pbs.twimg.com/media/Fr6G-XlXsAE0X0F.jpg,4,72,75,1870.0,2023-03-23 13:29:24
Daniel Priestley,16067064,1638310121842393088,DanielPriestley,The 2024 US Presidential Election will be defined by AI interference…,,3,4,12,3530.0,2023-03-21 22:42:26
Jeffrey Ladish,1256004180,1637650449259167745,JeffLadish,"Will the topic of AI model access/usage/data, including deepfakes, be a *major* topic in the 2024 US presidential election?",,8,1,6,2233.0,2023-03-20 03:01:07
The Independent,16973333,1636114472497733633,Independent,Convicted felon Joe Exotic announces bid for 2024 US presidential election https://t.co/l2RiyoLNmW,,10,6,20,20206.0,2023-03-15 21:17:42
ChrisO_wiki,109604455,1635555458751627265,ChrisO_wiki,The perversity of taking this position is that it gives Putin every incentive to keep the war going until January 2025 *and* to interfere as much as he can with the 2024 US presidential election.,,56,367,1763,306125.0,2023-03-14 08:16:23
James Miller,72998182,1632832697310560256,JimDMiller,"Prediction:  LLMs will play a big role in the 2024 US presidential election. The two major candidates will have ChatGTP-like bots you can talk to and it will seem like a Zoom call with the actual candidate.  If just one of the two candidates has such a bot, he wins easily.",,7,2,35,2744.0,2023-03-06 19:57:06
GB News,1339166129110065152,1632460925608370176,GBNEWS,"‘This guy is one of the greatest Americans.’

Lewis Schaffer praises Donald Trump as he vies for the Republican 2024 US presidential election nomination.

📺 Freeview 236, Sky 512, Virgin 604

💻 GB News YouTube: https://t.co/Wa58gYGZwF https://t.co/W1X3bBTUVD",https://video.twimg.com/amplify_video/1632459124133752834/vid/1920x1080/VjS3KCYjiOspdbJo.mp4?tag=16,15,18,91,24904.0,2023-03-05 19:19:48
